loan_type,loan_amount_index,previous_defaults,previous_nondefaults,previous_loan_count,cars_in_household,other_vehicles_owned,adults_in_household,children_in_household,market_segment_code,issues_needing_resolution,hmc,application_year,application_month,application_in_first_half_of_month,loan_origination,repeat_customer,mystery_field,loan_default
auto,80,0,0,0,0,1,1,0,ms818,0,0,2021,6,0,other,0,3,0
auto,83,0,0,0,0,2,2,0,ms498,0,0,2021,6,1,website,0,36,0
auto,68,0,0,0,0,2,1,0,ms818,2,0,2020,12,1,website,0,132,0
auto,91,0,0,0,2,3,2,0,ms818,1,0,2021,12,0,website,0,226,0
auto,118,0,0,0,0,3,2,0,ms818,0,0,2020,10,0,website,0,112,0
auto,59,0,0,0,2,2,2,0,ms818,2,0,2021,5,0,website,0,49,0
residential,0,0,0,0,0,2,1,0,ms818,0,0,2020,10,1,website,0,25,0
auto,130,0,0,0,0,2,1,0,ms818,0,0,2021,10,1,bank branch,0,203,1
auto,142,0,0,0,2,1,2,0,ms818,3,0,2021,4,0,bank branch,0,102,0
auto,120,0,0,0,0,1,2,0,ms818,0,0,2021,10,1,bank branch,0,42,0
residential,145,0,0,0,2,2,3,0,ms498,1,0,2021,1,0,website,0,63,0
other,92,0,0,0,2,5,2,0,ms818,1,0,2021,10,0,website,0,226,0
auto,101,0,0,0,2,2,2,0,ms818,0,0,2022,2,1,website,0,24,0
auto,148,0,0,0,1,0,1,0,ms818,0,1,2021,1,0,other,0,11,0
auto,100,0,0,0,0,1,1,0,ms818,0,0,2021,8,1,bank branch,0,48,0
auto,177,0,0,0,2,1,3,0,ms498,1,1,2021,1,0,website,0,91,0
residential,107,0,0,0,2,1,2,0,ms818,1,0,2021,7,0,bank branch,0,144,0
auto,89,0,0,0,0,3,2,0,ms818,0,0,2021,3,1,website,0,315,1
auto,131,0,0,0,0,2,2,1,ms818,0,1,2021,12,1,website,0,154,0
auto,72,0,0,0,0,1,2,0,ms818,2,0,2020,10,1,website,0,97,0
auto,65,0,0,0,0,2,1,0,ms818,1,1,2021,2,1,other,0,10,0
auto,139,0,0,0,0,1,1,0,ms818,0,0,2021,1,1,website,0,18,0
auto,107,0,0,0,2,2,2,0,ms818,2,0,2021,1,1,website,0,74,0
auto,94,0,0,0,1,2,2,0,ms818,1,0,2021,4,1,website,0,66,0
auto,89,0,0,0,0,1,2,0,ms818,0,0,2022,5,1,bank branch,0,322,0
auto,128,0,0,0,0,3,1,0,ms818,1,0,2021,7,0,website,0,49,0
auto,75,0,0,0,0,1,1,0,ms818,0,0,2022,1,0,website,0,8,0
auto,70,0,0,0,2,1,2,0,ms650,1,0,2021,8,0,website,0,163,0
other,88,0,0,0,0,2,1,0,ms818,1,0,2022,2,1,website,0,32,0
residential,102,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,98,0
auto,139,0,0,0,0,4,3,0,ms498,2,0,2021,11,1,website,0,120,0
auto,117,0,0,0,0,2,1,0,ms498,1,0,2021,9,1,website,0,127,0
residential,125,0,0,0,0,3,2,0,ms818,0,0,2020,7,0,bank branch,0,28,0
auto,149,0,0,0,2,5,2,0,ms498,3,0,2021,1,1,website,0,98,0
auto,120,0,0,0,0,1,2,0,ms818,0,0,2021,10,1,bank branch,0,73,0
auto,135,0,0,0,2,4,2,0,ms818,1,0,2020,7,1,website,0,7,0
auto,0,0,1,1,0,2,1,0,ms818,0,0,2020,12,0,other,1,5,0
auto,170,0,0,0,0,3,2,0,ms498,2,0,2022,8,1,website,0,48,0
auto,52,0,0,0,0,2,2,0,ms818,0,0,2021,4,1,bank branch,0,343,0
auto,91,0,0,0,1,0,2,0,ms818,2,0,2021,2,0,website,0,114,0
other,87,0,0,0,2,3,2,0,ms818,1,0,2021,12,0,website,0,70,0
auto,152,0,0,0,1,3,3,0,ms498,0,0,2022,7,1,website,0,53,0
other,113,0,0,0,2,2,2,0,ms818,2,0,2022,4,1,website,0,74,0
auto,144,0,0,0,1,0,2,0,ms818,0,0,2022,6,1,website,0,16,0
other,105,0,0,0,1,2,2,1,ms818,2,0,2021,9,0,website,0,19,0
auto,72,0,0,0,0,2,2,0,ms818,1,0,2020,10,0,website,0,126,0
auto,171,0,0,0,2,1,3,0,ms498,0,0,2022,4,0,website,0,65,1
auto,157,0,0,0,1,3,2,1,ms301,2,0,2021,4,0,website,0,146,1
auto,208,0,0,0,0,3,2,2,ms301,2,0,2021,12,0,website,0,38,0
auto,100,0,0,0,2,1,2,0,ms818,0,0,2021,10,0,website,0,46,1
auto,86,0,0,0,2,4,2,0,ms498,0,0,2022,3,0,website,0,63,0
auto,65,0,0,0,2,1,2,0,ms818,0,0,2021,6,1,bank branch,0,82,0
auto,111,0,0,0,0,1,2,0,ms818,1,1,2021,5,0,website,0,12,0
auto,88,0,0,0,0,3,1,0,ms498,1,0,2022,3,0,website,0,63,0
residential,116,0,0,0,0,2,2,0,ms818,0,0,2020,7,1,bank branch,0,73,0
auto,66,0,0,0,1,4,2,0,ms818,0,0,2021,6,1,bank branch,0,25,0
auto,89,11,1,12,1,1,2,0,ms498,1,0,2021,5,1,website,1,20,0
other,99,0,0,0,0,2,2,0,ms818,2,0,2022,4,0,website,0,196,0
residential,146,0,0,0,0,1,2,0,ms818,1,0,2022,2,0,website,0,22,0
auto,68,0,0,0,1,4,2,0,ms818,1,0,2021,3,0,website,0,55,0
auto,145,0,0,0,2,4,3,0,ms498,1,0,2021,12,1,website,0,161,0
auto,110,0,0,0,1,2,1,0,ms818,0,0,2021,10,1,bank branch,0,127,0
auto,90,0,0,0,1,3,2,0,ms818,0,0,2021,8,0,bank branch,0,141,1
auto,131,0,0,0,1,3,3,0,ms498,0,0,2021,12,0,website,0,85,0
auto,97,0,0,0,2,1,2,0,ms650,1,0,2021,11,0,website,0,298,0
auto,94,0,0,0,0,2,2,0,ms818,3,0,2022,2,0,website,0,136,0
other,120,0,0,0,1,1,2,0,ms818,0,0,2022,7,1,website,0,117,0
auto,125,0,0,0,0,2,2,0,ms498,1,0,2021,8,0,website,0,102,0
auto,101,0,0,0,0,3,2,0,ms818,1,0,2022,4,1,website,0,53,1
auto,89,0,0,0,2,5,2,0,ms818,1,0,2022,3,0,website,0,290,0
auto,93,0,0,0,2,1,2,0,ms818,2,0,2021,6,1,website,0,44,0
auto,125,0,0,0,2,1,2,0,ms818,1,1,2021,12,1,website,0,31,0
auto,99,0,0,0,1,2,2,0,ms818,1,0,2021,8,0,website,0,144,0
auto,93,0,0,0,2,1,2,1,ms650,1,0,2020,10,0,website,0,21,0
residential,177,0,0,0,2,3,3,0,ms498,1,0,2022,8,1,website,0,123,1
other,109,0,0,0,2,2,1,0,ms818,1,0,2022,6,1,website,0,21,0
auto,95,0,0,0,0,2,1,0,ms818,0,0,2021,7,0,website,0,18,0
auto,60,0,0,0,0,3,2,0,ms498,1,0,2020,9,0,bank branch,0,72,0
other,130,0,0,0,0,2,2,0,ms818,0,0,2022,8,0,website,0,16,0
other,150,0,0,0,0,2,2,0,ms818,2,1,2022,4,1,website,0,34,0
auto,142,0,0,0,2,5,2,0,ms498,1,0,2022,7,0,website,0,162,0
auto,80,0,0,0,2,5,2,0,ms818,0,0,2022,7,1,bank branch,0,175,0
auto,99,0,0,0,1,3,2,0,ms498,0,0,2021,7,0,website,0,87,0
auto,140,0,0,0,0,1,1,0,ms498,0,0,2021,9,0,website,0,50,1
auto,78,0,0,0,2,2,0,2,ms650,1,0,2021,4,1,website,0,46,0
auto,55,0,0,0,0,2,1,0,ms818,1,0,2021,7,1,website,0,29,0
auto,104,0,0,0,0,1,1,0,ms818,1,0,2021,1,1,website,0,57,0
auto,116,0,0,0,0,2,2,0,ms818,0,0,2022,4,0,website,0,45,0
auto,180,0,0,0,0,2,2,0,ms498,1,0,2022,5,1,website,0,20,0
auto,190,0,0,0,2,2,1,0,ms818,0,0,2020,7,0,other,0,34,0
auto,139,0,0,0,1,2,2,0,ms818,1,0,2020,8,1,website,0,14,0
auto,127,0,0,0,0,3,2,0,ms818,1,0,2021,10,1,website,0,95,0
auto,72,0,0,0,2,2,2,0,ms818,2,0,2020,10,1,website,0,96,0
auto,95,0,0,0,1,3,2,0,ms818,1,0,2020,8,0,website,0,50,0
auto,139,0,0,0,0,2,3,0,ms498,1,0,2021,6,1,website,0,16,0
other,108,0,0,0,0,3,2,0,ms818,0,0,2022,6,1,website,0,134,0
auto,200,0,0,0,1,0,2,0,ms296,0,0,2021,10,0,bank branch,0,174,1
auto,83,0,0,0,2,2,2,1,ms818,0,0,2021,2,0,website,0,102,0
auto,169,0,0,0,1,1,2,0,ms498,2,0,2021,1,0,website,0,35,0
auto,57,0,0,0,1,1,2,0,ms818,1,0,2021,6,0,website,0,59,0
auto,86,0,0,0,2,2,2,0,ms650,0,0,2021,8,0,website,0,135,0
auto,220,0,0,0,2,2,3,0,ms296,1,0,2022,7,0,website,0,87,0
auto,136,0,0,0,0,3,2,0,ms818,0,0,2021,1,1,website,0,87,1
auto,125,0,0,0,0,3,2,0,ms498,1,0,2021,10,0,website,0,39,0
other,75,0,0,0,0,4,2,0,ms818,0,0,2022,3,1,website,0,65,0
auto,106,0,0,0,0,1,1,0,ms818,1,0,2021,7,0,website,0,22,0
auto,104,0,0,0,2,1,2,0,ms498,1,0,2021,2,0,website,0,130,0
auto,73,0,0,0,0,2,1,0,ms818,0,0,2021,6,0,website,0,47,1
auto,65,0,0,0,1,1,2,0,ms818,0,0,2020,7,0,bank branch,0,74,0
other,50,0,0,0,0,2,2,0,ms818,2,0,2022,4,0,website,0,184,0
residential,90,0,0,0,0,3,2,0,ms818,1,0,2021,10,0,bank branch,0,165,0
other,72,0,0,0,1,1,2,0,ms818,0,0,2021,12,1,website,0,20,0
auto,89,0,0,0,2,4,2,0,ms818,0,0,2022,5,1,bank branch,0,139,0
auto,67,0,2,2,1,0,1,0,ms818,0,1,2021,1,0,other,1,13,0
other,88,0,0,0,0,3,2,0,ms818,1,0,2022,1,1,website,0,36,0
auto,65,0,0,0,1,1,2,0,ms818,0,0,2020,7,0,bank branch,0,63,0
auto,120,0,0,0,0,3,1,0,ms818,0,0,2021,10,1,bank branch,0,71,0
auto,82,0,0,0,0,4,2,0,ms818,1,0,2021,7,1,website,0,58,1
auto,68,0,0,0,2,1,2,0,ms818,1,0,2022,1,0,website,0,61,0
other,75,0,0,0,1,5,2,0,ms818,0,0,2022,1,1,website,0,56,0
auto,137,0,0,0,0,3,2,0,ms498,0,0,2022,4,0,website,0,108,0
residential,115,0,0,0,0,2,2,0,ms818,0,0,2021,12,0,bank branch,0,308,1
auto,137,0,0,0,0,5,2,0,ms818,1,0,2021,1,1,website,0,248,1
residential,80,0,0,0,0,2,1,0,ms818,0,0,2020,7,0,bank branch,0,80,0
auto,66,0,0,0,2,1,2,0,ms498,0,0,2021,5,0,bank branch,0,60,0
auto,75,0,0,0,1,2,1,0,ms818,0,0,2021,10,1,bank branch,0,73,0
auto,0,0,0,0,2,0,1,0,ms498,0,1,2022,4,0,other,0,43,0
auto,80,0,0,0,0,3,2,0,ms818,0,0,2022,8,0,bank branch,0,274,0
auto,90,0,0,0,0,2,1,0,ms818,0,0,2021,3,1,website,0,55,1
residential,95,0,0,0,2,1,2,0,ms818,0,0,2020,12,0,bank branch,0,146,0
auto,56,0,0,0,2,5,2,0,ms818,2,0,2020,12,0,website,0,218,0
other,110,0,0,0,2,2,1,0,ms818,1,0,2022,7,0,website,0,24,0
other,88,0,0,0,0,2,2,0,ms818,2,0,2021,3,1,website,0,60,0
auto,104,0,0,0,0,3,3,0,ms818,0,0,2021,3,1,website,0,76,0
auto,144,0,0,0,1,3,2,0,ms818,0,0,2022,5,1,website,0,74,1
residential,80,0,0,0,0,2,1,0,ms818,0,0,2020,11,1,bank branch,0,265,0
other,152,0,0,0,2,1,2,0,ms818,3,0,2020,7,0,website,0,7,0
auto,65,0,3,3,0,1,1,0,ms818,1,0,2021,5,0,other,1,3,0
other,89,0,0,0,1,0,2,0,ms818,1,0,2021,9,0,website,0,8,0
auto,75,0,0,0,2,4,2,0,ms818,0,0,2022,3,0,bank branch,0,92,0
auto,72,0,0,0,1,1,2,0,ms818,1,0,2020,8,0,bank branch,0,68,0
auto,98,0,0,0,0,2,1,0,ms818,1,0,2022,2,1,website,0,43,0
auto,118,0,0,0,1,2,3,0,ms818,1,0,2021,6,0,bank branch,0,29,0
other,99,0,0,0,2,2,2,0,ms818,0,0,2022,6,0,website,0,325,1
residential,189,0,0,0,0,4,3,0,ms498,2,0,2021,11,1,website,0,105,0
auto,95,0,0,0,0,2,1,0,ms818,0,0,2021,10,0,bank branch,0,206,0
auto,180,0,0,0,1,3,2,0,ms818,2,0,2022,8,1,website,0,41,0
auto,100,0,0,0,0,2,1,0,ms818,0,0,2020,8,1,bank branch,0,17,0
auto,68,0,0,0,2,2,2,0,ms818,0,0,2021,7,0,bank branch,0,79,0
auto,105,0,0,0,2,1,1,0,ms818,0,0,2022,4,0,website,0,113,0
auto,124,0,0,0,2,4,2,0,ms818,0,0,2021,12,0,website,0,38,0
auto,75,0,0,0,0,1,2,0,ms818,0,0,2021,11,0,other,0,23,0
other,139,0,0,0,2,1,2,0,ms818,1,0,2021,12,0,website,0,34,0
auto,95,0,0,0,0,3,1,0,ms818,0,0,2021,2,1,bank branch,0,47,0
auto,90,0,0,0,2,1,2,0,ms818,1,0,2022,5,1,bank branch,0,157,0
auto,93,0,0,0,0,4,2,0,ms296,2,0,2021,12,0,bank branch,0,125,0
auto,95,0,0,0,0,2,1,0,ms818,0,0,2021,10,0,bank branch,0,210,0
auto,82,0,0,0,2,2,2,0,ms818,1,0,2021,8,1,website,0,129,0
other,110,0,0,0,2,2,2,0,ms818,0,0,2021,1,1,website,0,182,1
auto,88,0,0,0,2,4,2,0,ms818,1,0,2021,4,0,website,0,88,0
other,129,0,0,0,0,1,2,0,ms498,0,0,2020,12,0,website,0,14,0
auto,77,0,0,0,1,4,2,0,ms818,0,0,2020,11,1,website,0,181,1
auto,93,0,0,0,1,4,2,0,ms498,0,0,2021,9,0,website,0,149,0
residential,112,0,0,0,1,1,2,0,ms818,0,0,2020,8,1,bank branch,0,97,0
auto,157,0,0,0,1,2,2,2,ms301,1,0,2022,3,0,website,0,131,0
other,140,0,0,0,2,2,2,0,ms818,2,0,2022,6,1,website,0,81,0
auto,153,0,0,0,1,3,2,1,ms818,3,0,2022,7,0,website,0,217,0
auto,58,0,0,0,2,1,2,0,ms818,0,0,2020,10,0,bank branch,0,41,0
auto,95,0,0,0,1,1,1,0,ms818,1,0,2021,8,0,website,0,7,0
auto,88,0,0,0,0,4,2,0,ms818,1,0,2021,4,1,website,0,28,0
auto,126,0,0,0,1,3,3,0,ms498,0,0,2022,1,0,website,0,30,0
auto,55,0,0,0,0,1,1,0,ms818,0,0,2021,7,1,bank branch,0,23,0
residential,90,0,0,0,0,2,1,0,ms818,0,0,2021,10,1,bank branch,0,278,0
auto,134,0,0,0,1,1,2,1,ms818,1,0,2021,12,0,website,0,105,0
auto,135,0,0,0,2,1,1,0,ms498,1,0,2022,5,1,website,0,120,0
auto,104,0,0,0,1,3,2,0,ms498,1,0,2021,8,0,website,0,83,0
auto,91,0,0,0,0,3,2,0,ms498,0,0,2021,12,0,bank branch,0,55,0
auto,100,0,0,0,0,3,2,0,ms818,0,0,2021,9,1,bank branch,0,206,1
auto,87,0,0,0,2,2,2,0,ms818,0,0,2021,6,0,bank branch,0,125,0
auto,95,0,0,0,0,2,1,0,ms818,0,0,2021,10,0,bank branch,0,201,0
auto,81,0,0,0,2,5,1,0,ms818,2,0,2020,7,1,website,0,272,0
auto,65,0,0,0,0,2,1,0,ms818,0,0,2021,5,1,bank branch,0,4,0
auto,61,0,0,0,2,3,2,0,ms818,0,0,2021,9,1,bank branch,0,281,1
auto,175,0,0,0,1,0,2,0,ms498,1,0,2021,12,1,website,0,15,0
auto,139,0,0,0,0,2,2,0,ms818,1,0,2021,2,0,website,0,49,0
auto,65,0,0,0,0,1,2,0,ms818,0,0,2021,4,0,bank branch,0,20,0
auto,85,0,0,0,2,5,2,0,ms818,1,0,2022,2,1,website,0,46,1
auto,108,0,0,0,0,3,2,0,ms498,0,1,2021,7,0,website,0,87,0
auto,105,0,0,0,1,2,2,0,ms818,2,0,2021,11,0,website,0,124,0
auto,149,0,0,0,2,2,2,0,ms498,2,0,2021,1,1,website,0,33,0
auto,179,0,0,0,2,5,2,2,ms301,1,0,2022,8,1,website,0,285,1
auto,126,0,0,0,0,2,1,0,ms498,0,0,2021,7,0,website,0,6,0
other,88,0,0,0,0,1,2,0,ms818,0,0,2022,2,1,website,0,1,0
auto,135,0,0,0,0,2,2,0,ms818,1,0,2022,4,1,website,0,141,0
auto,65,0,0,0,1,2,2,0,ms818,0,0,2020,8,1,bank branch,0,234,0
auto,65,0,0,0,0,1,1,0,ms818,0,0,2021,11,0,other,0,43,0
auto,68,0,0,0,2,2,2,0,ms818,1,0,2021,3,1,bank branch,0,18,0
other,114,0,0,0,0,3,2,0,ms818,1,0,2021,2,0,website,0,52,0
auto,108,0,0,0,1,4,2,0,ms818,0,0,2021,11,1,website,0,134,0
auto,72,0,0,0,0,1,1,0,ms818,1,0,2021,6,0,website,0,11,0
auto,112,0,0,0,2,3,2,0,ms498,1,0,2021,9,0,website,0,146,0
other,79,0,0,0,1,2,2,0,ms818,0,0,2022,6,0,bank branch,0,159,0
auto,115,0,0,0,0,4,1,0,ms818,1,0,2021,9,0,website,0,160,1
auto,60,0,0,0,2,3,2,0,ms818,0,0,2021,5,0,bank branch,0,65,0
auto,76,0,0,0,1,3,2,0,ms818,0,0,2021,7,1,website,0,82,0
auto,77,0,0,0,2,1,2,0,ms650,1,0,2021,11,1,website,0,215,0
auto,184,0,0,0,0,1,2,0,ms498,2,0,2021,1,1,website,0,19,0
auto,91,0,0,0,0,4,3,0,ms498,2,0,2020,7,0,website,0,42,0
auto,146,0,0,0,0,2,2,0,ms498,2,0,2021,10,1,website,0,37,0
other,89,0,0,0,1,1,2,0,ms818,1,0,2021,10,0,website,0,47,0
other,140,0,0,0,2,3,2,0,ms818,1,0,2022,7,0,website,0,49,0
residential,138,0,0,0,1,4,2,1,ms818,0,0,2022,4,0,bank branch,0,106,0
auto,66,0,0,0,2,1,2,0,ms818,0,0,2021,7,1,bank branch,0,34,0
auto,150,0,0,0,0,1,1,0,ms818,2,0,2022,7,0,website,0,18,0
auto,144,0,0,0,0,1,2,1,ms818,1,0,2022,4,0,website,0,60,0
auto,200,0,0,0,0,1,2,0,ms818,0,0,2020,7,0,website,0,14,0
auto,129,0,0,0,0,2,2,0,ms818,1,0,2021,1,0,website,0,161,0
residential,121,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,50,0
auto,129,0,0,0,1,1,2,0,ms818,2,0,2020,7,1,website,0,11,0
residential,278,0,0,0,2,2,2,2,ms301,2,0,2021,10,0,website,0,38,0
auto,113,0,0,0,0,3,2,0,ms818,1,0,2022,8,1,bank branch,0,483,1
auto,0,0,1,1,1,0,2,0,ms818,0,0,2022,2,0,other,1,39,0
other,75,0,0,0,2,2,2,0,ms818,2,0,2022,2,0,website,0,32,0
auto,68,0,0,0,0,2,2,0,ms818,0,0,2021,3,0,bank branch,0,108,0
residential,112,0,0,0,0,1,2,0,ms818,0,0,2020,7,0,bank branch,0,84,0
other,115,0,0,0,1,1,2,0,ms818,1,0,2022,4,1,website,0,2,0
auto,136,0,0,0,1,1,1,0,ms498,1,0,2020,8,0,website,0,42,0
auto,126,0,0,0,0,4,2,0,ms818,2,0,2022,5,1,website,0,106,0
auto,100,0,0,0,0,2,1,0,ms818,0,0,2020,8,1,bank branch,0,164,0
auto,92,0,0,0,2,5,2,0,ms498,0,0,2021,12,1,bank branch,0,124,0
other,122,0,0,0,1,2,2,0,ms818,1,0,2022,5,0,website,0,65,0
auto,162,0,0,0,0,4,2,2,ms301,0,0,2021,3,1,website,0,25,1
auto,120,0,0,0,1,2,1,0,ms818,0,0,2021,2,1,website,0,194,1
auto,85,0,0,0,1,3,2,0,ms818,0,0,2022,2,1,website,0,201,1
auto,96,0,0,0,0,3,2,0,ms818,1,0,2021,8,1,website,0,94,0
residential,82,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,67,0
residential,216,0,0,0,1,2,3,0,ms296,3,0,2022,5,1,website,0,129,0
residential,80,0,0,0,0,2,1,0,ms818,0,0,2020,11,1,bank branch,0,266,0
auto,74,0,0,0,1,3,1,0,ms818,0,0,2021,10,1,bank branch,0,75,0
auto,88,0,0,0,1,3,2,0,ms818,0,0,2021,4,0,website,0,42,0
auto,109,0,0,0,0,1,2,0,ms818,2,0,2021,2,1,website,0,218,1
auto,70,0,0,0,2,2,2,0,ms818,0,0,2021,7,0,bank branch,0,89,0
auto,128,0,0,0,1,1,0,2,ms650,0,0,2021,9,0,website,0,62,0
auto,49,0,0,0,2,1,2,0,ms498,0,0,2021,6,0,bank branch,0,35,0
auto,70,0,0,0,1,1,1,0,ms818,0,0,2021,8,0,bank branch,0,9,0
auto,117,0,0,0,1,2,2,0,ms818,1,0,2022,4,1,website,0,122,0
auto,210,0,0,0,0,3,3,0,ms498,2,0,2022,7,1,website,0,38,0
auto,100,0,0,0,0,1,2,0,ms818,1,1,2021,3,1,website,0,193,0
auto,124,0,0,0,1,3,2,0,ms498,1,0,2021,8,1,website,0,32,0
auto,65,0,0,0,1,0,1,0,ms818,0,0,2021,8,0,other,0,83,0
auto,149,0,0,0,1,1,2,0,ms498,2,1,2021,2,1,website,0,44,0
auto,174,0,0,0,1,3,1,0,ms818,1,0,2021,3,1,website,0,52,0
other,75,0,0,0,2,2,2,0,ms818,2,0,2022,1,0,website,0,13,0
other,107,0,0,0,2,1,2,0,ms818,1,0,2021,11,1,website,0,48,0
auto,65,0,1,1,0,2,1,0,ms818,0,0,2021,3,0,other,1,23,0
auto,100,0,0,0,0,3,3,0,ms818,1,0,2020,10,0,bank branch,0,56,0
auto,76,0,0,0,2,6,2,0,ms818,0,0,2020,10,0,website,0,68,0
auto,142,0,0,0,0,1,3,0,ms498,2,0,2021,1,1,website,0,54,0
auto,110,0,5,5,0,1,1,0,ms498,1,0,2022,5,1,other,1,21,0
auto,102,0,0,0,2,3,2,0,ms498,0,0,2022,1,0,website,0,22,0
auto,65,0,0,0,2,1,1,0,ms818,0,0,2020,7,0,other,0,18,0
other,95,0,0,0,2,1,2,0,ms818,1,0,2021,10,0,website,0,66,0
other,79,0,0,0,0,3,2,0,ms818,1,0,2022,3,1,website,0,64,1
other,140,0,0,0,0,2,2,0,ms818,0,0,2021,2,0,website,0,18,0
auto,214,0,0,0,0,3,3,0,ms296,0,0,2022,4,0,website,0,38,1
auto,75,0,0,0,0,2,2,0,ms818,0,0,2021,7,1,bank branch,0,34,0
auto,99,0,0,0,0,1,2,0,ms818,0,0,2022,5,0,website,0,45,0
auto,151,0,0,0,2,2,2,0,ms818,1,0,2021,11,1,website,0,16,0
auto,168,0,0,0,1,2,2,2,ms301,1,0,2021,11,1,website,0,176,1
auto,98,0,0,0,0,4,3,0,ms818,1,0,2020,8,1,website,0,47,0
auto,127,0,0,0,0,2,3,0,ms498,1,0,2021,6,1,website,0,28,1
auto,145,0,0,0,2,1,2,0,ms498,2,0,2021,2,1,website,0,42,0
auto,91,0,0,0,2,3,2,0,ms818,2,0,2021,12,0,website,0,180,0
auto,141,0,0,0,1,2,2,0,ms498,1,0,2022,4,1,website,0,85,0
auto,74,0,0,0,2,3,1,0,ms818,0,0,2020,7,1,bank branch,0,230,0
other,140,0,0,0,1,1,2,0,ms818,0,0,2022,7,0,website,0,37,1
auto,142,0,0,0,0,1,3,0,ms498,2,0,2021,1,1,website,0,64,0
auto,95,0,0,0,0,3,2,0,ms818,3,0,2020,8,0,website,0,61,0
auto,119,0,0,0,0,4,2,0,ms818,2,0,2021,2,0,website,0,113,0
auto,47,0,0,0,1,2,2,0,ms498,0,0,2021,7,0,bank branch,0,109,0
auto,88,0,0,0,2,3,2,0,ms818,3,0,2021,3,0,website,0,86,0
auto,88,0,0,0,1,3,2,0,ms818,2,0,2021,4,1,website,0,54,0
auto,159,0,0,0,0,1,2,0,ms818,1,0,2022,7,0,website,0,84,0
auto,65,0,0,0,1,0,1,0,ms818,0,0,2021,9,0,other,0,12,0
other,79,0,0,0,0,3,2,0,ms818,1,0,2022,3,0,website,0,64,0
auto,89,0,0,0,2,2,2,0,ms818,0,0,2022,5,1,bank branch,0,168,0
other,72,0,0,0,0,3,2,0,ms818,1,0,2021,5,0,website,0,52,0
other,108,0,0,0,2,1,2,0,ms818,3,0,2022,4,0,website,0,88,0
auto,70,0,0,0,1,2,2,0,ms818,2,0,2021,2,0,website,0,89,0
auto,71,0,0,0,2,1,2,0,ms818,1,0,2022,3,1,website,0,97,0
auto,141,0,0,0,0,2,2,0,ms818,0,0,2021,10,0,website,0,25,0
auto,95,0,0,0,1,1,2,0,ms818,0,1,2020,7,0,website,0,50,0
other,160,0,0,0,2,0,2,0,ms818,0,0,2021,1,0,website,0,25,0
auto,97,0,0,0,2,5,2,0,ms498,1,0,2021,9,0,website,0,65,0
other,78,0,0,0,2,2,2,0,ms818,1,0,2021,11,1,website,0,82,0
auto,88,0,0,0,2,2,2,0,ms818,1,0,2021,4,0,website,0,60,0
auto,86,0,0,0,0,1,1,0,ms818,1,0,2021,4,0,website,0,98,0
other,91,0,0,0,2,1,2,0,ms818,1,0,2022,3,0,website,0,47,0
auto,64,0,0,0,2,1,2,0,ms818,0,0,2020,10,1,bank branch,0,30,0
auto,170,0,0,0,0,4,2,0,ms498,1,0,2022,7,0,website,0,16,0
auto,91,0,0,0,2,2,2,0,ms818,1,0,2021,12,1,website,0,237,0
auto,65,0,0,0,1,2,2,0,ms818,0,0,2021,9,1,bank branch,0,320,0
auto,168,0,0,0,1,1,3,0,ms498,0,0,2021,1,0,website,0,79,1
auto,130,0,0,0,2,5,3,0,ms818,1,0,2021,1,1,website,0,135,0
auto,105,0,0,0,0,3,2,0,ms818,1,0,2022,2,0,website,0,22,0
auto,61,0,0,0,0,4,2,0,ms498,1,0,2020,10,0,bank branch,0,115,0
auto,106,0,0,0,1,3,3,0,ms818,2,0,2021,9,0,website,0,135,0
auto,139,0,0,0,0,3,2,1,ms818,4,0,2022,2,0,website,0,5,0
auto,107,0,0,0,0,4,2,0,ms818,2,0,2022,7,0,bank branch,0,469,1
auto,84,0,0,0,1,0,2,0,ms818,0,0,2021,1,0,other,0,8,0
auto,99,0,0,0,2,2,2,0,ms818,0,0,2022,5,0,bank branch,0,24,0
auto,176,0,0,0,0,2,2,0,ms498,1,0,2021,9,0,website,0,19,0
auto,208,0,0,0,1,2,2,2,ms301,2,0,2021,12,0,website,0,51,0
auto,100,0,0,0,0,3,2,1,ms818,0,0,2021,2,0,bank branch,0,40,0
auto,148,0,0,0,2,2,2,0,ms818,0,0,2021,8,0,website,0,18,1
auto,78,0,0,0,2,1,2,0,ms818,1,0,2021,5,0,website,0,46,0
auto,115,0,0,0,2,2,2,1,ms818,0,0,2021,11,0,website,0,192,1
auto,145,0,0,0,1,0,1,0,ms818,1,0,2021,11,1,website,0,12,0
auto,65,0,0,0,1,1,2,0,ms818,0,0,2020,7,0,bank branch,0,77,0
other,86,0,0,0,1,4,2,0,ms818,3,0,2021,3,1,website,0,63,0
auto,118,0,0,0,0,2,2,0,ms818,1,0,2021,11,1,website,0,75,0
auto,120,0,0,0,0,3,1,0,ms818,0,0,2021,10,1,bank branch,0,85,0
auto,159,0,0,0,2,3,3,0,ms498,0,0,2021,12,1,website,0,127,1
auto,117,0,0,0,1,2,2,1,ms818,0,0,2020,8,1,website,0,21,0
auto,12,0,0,0,0,2,2,0,ms818,1,0,2020,12,0,website,0,19,0
